Sample.ID,Full_ID,Year,Phal_YesNo,Plant_Species,Plant_Species_MorphologyID,Site,long_site_name,lat_dec,lon_dec,elev,MAP,YTD_rainfall,YTD_LT,YTD_HT,spring_LT,spring_HT,MLT,MHT,soil_moisture,road,shrub,grass,rock,NH4_ugperg,NO3_ugperg,pH_extracts,DOC_mgperg,Site_Gradient,Alt_Host,ExchangeC4orHallii,Sample_Type,Keep
90,KERECOH14,14,yes,,Panicum hallii,KER,KERECO,30.134231,-98.532775,475,859.63,274.1,-1.82,31.19,4.42,31.19,11.81,25.2,0.272264631,0.08,0.52,0.32,0.08,,,,,11,,,,no
91,KERECOC14,14,no,,Leptochloa dubia,KER,KERECO,30.134231,-98.532775,475,859.63,274.1,-1.82,31.19,4.42,31.19,11.81,25.2,0.272264631,0.08,0.52,0.32,0.08,,,,,11,C4grass,,,no
92,KERECOD14,14,no,,smallanthus maculatus,KER,KERECO,30.134231,-98.532775,475,859.63,274.1,-1.82,31.19,4.42,31.19,11.81,25.2,0.272264631,0.08,0.52,0.32,0.08,,,,,11,other,,,no
27,KOO14,14,no,,,KOO,KOOECO,29.773158,-100.078053,511,695.79,207.29,-1.25,32.18,5.48,32.18,11.99,25.83,0.085487078,0.04,0.54,0.36,0.06,,,,,6,soil,,,no
105,KOOECOM14,14,no,,Croton leucophyllus,KOO,KOOECO,29.773158,-100.078053,511,695.79,207.29,-1.25,32.18,5.48,32.18,11.99,25.83,0.085487078,0.04,0.54,0.36,0.06,,,,,6,other,,,no
106,KOOECOH14,14,yes,,Panicum hallii,KOO,KOOECO,29.773158,-100.078053,511,695.79,207.29,-1.25,32.18,5.48,32.18,11.99,25.83,0.085487078,0.04,0.54,0.36,0.06,,,,,6,,,,no
107,KOOECOC14,14,no,,Sporobolus clandestinus,KOO,KOOECO,29.773158,-100.078053,511,695.79,207.29,-1.25,32.18,5.48,32.18,11.99,25.83,0.085487078,0.04,0.54,0.36,0.06,,,,,6,C4grass,,,no
108,KOOECOD14,14,no,,Salvia personata,KOO,KOOECO,29.773158,-100.078053,511,695.79,207.29,-1.25,32.18,5.48,32.18,11.99,25.83,0.085487078,0.04,0.54,0.36,0.06,,,,,6,other,,,no
19,LBJ14,14,no,,,LBJ,LBJWFC,30.181514,-97.867408,235,886.94,354.9,0.98,32.4,6.78,32.4,13.6,26.27,0.150684932,0.02,0.4,0.56,0.02,,,,,12,soil,,,no
41,LBJWFCM14,14,no,,Solanum dimidiatum,LBJ,LBJWFC,30.181514,-97.867408,235,886.94,354.9,0.98,32.4,6.78,32.4,13.6,26.27,0.150684932,0.02,0.4,0.56,0.02,,,,,12,other,,,no
42,LBJWFCH14,14,yes,,Panicum hallii,LBJ,LBJWFC,30.181514,-97.867408,235,886.94,354.9,0.98,32.4,6.78,32.4,13.6,26.27,0.150684932,0.02,0.4,0.56,0.02,,,,,12,,,,no
43,LBJWFCC14,14,no,,Aristida purpurea,LBJ,LBJWFC,30.181514,-97.867408,235,886.94,354.9,0.98,32.4,6.78,32.4,13.6,26.27,0.150684932,0.02,0.4,0.56,0.02,,,,,12,C4grass,,,no
44,LBJWFCD14,14,no,,Euthamia graminifolia,LBJ,LBJWFC,30.181514,-97.867408,235,886.94,354.9,0.98,32.4,6.78,32.4,13.6,26.27,0.150684932,0.02,0.4,0.56,0.02,,,,,12,other,,,no
35,SCA14,14,no,,,SCA,SCASNA,29.693547,-101.317858,414,422.33,143.33,-0.73,34.84,7.42,34.84,13.87,27.46,0.235154394,0.08,0.32,0.26,0.34,,,,,2,soil,,,no
129,SCASNAM14,14,no,,Bouteloua trifida,SCA,SCASNA,29.693547,-101.317858,414,422.33,143.33,-0.73,34.84,7.42,34.84,13.87,27.46,0.235154394,0.08,0.32,0.26,0.34,,,,,2,other,,,no
130,SCASNAH14,14,yes,,Panicum hallii,SCA,SCASNA,29.693547,-101.317858,414,422.33,143.33,-0.73,34.84,7.42,34.84,13.87,27.46,0.235154394,0.08,0.32,0.26,0.34,,,,,2,,,,no
131,SCASNAC14,14,no,,Bouteloua trifida,SCA,SCASNA,29.693547,-101.317858,414,422.33,143.33,-0.73,34.84,7.42,34.84,13.87,27.46,0.235154394,0.08,0.32,0.26,0.34,,,,,2,C4grass,,,no
132,SCASNAD14,14,no,,Ischaemum afrum,SCA,SCASNA,29.693547,-101.317858,414,422.33,143.33,-0.73,34.84,7.42,34.84,13.87,27.46,0.235154394,0.08,0.32,0.26,0.34,,,,,2,other,,,no
